Order_ID;Order_Date;Year;Quarter;Year_Month;Month_Name;Day_of_Week;Customer_ID;Customer_Name;Customer_Age;Customer_Type;Region;Product_ID;Product_Name;Category;Quantity;Unit_Price;Discount_Pct;Revenue;Cost;Profit;Gross_Margin_Pct
ORD-000001;2022/01/01;2022;Q1;22-Jan;January;Saturday;CUST-01924;Amahle Mthembu;39;Small Business;KwaZulu-Natal;LAP-002;ProBook 15 Laptop;Laptops;1;17800.0;0.0;17800.0;13122.64102846857;4677.35897153143;0.2627729759287321
ORD-000002;2022/01/01;2022;Q1;22-Jan;January;Saturday;CUST-03393;Mpho Mthethwa;30;Consumer;Limpopo;ACC-001;Ergo Wireless Mouse;Accessories;2;624.0;0.0;1248.0;1026.759780812681;221.2402191873191;0.1772758166565056
ORD-000003;2022/01/01;2022;Q1;22-Jan;January;Saturday;CUST-03450;Thabo Mabena;39;Small Business;KwaZulu-Natal;PHN-002;Nova Lite Smartphone;Smartphones;1;6200.0;0.15;5270.0;4528.756372027877;741.2436279721232;0.1406534398429076
ORD-000004;2022/01/01;2022;Q1;22-Jan;January;Saturday;CUST-03786;Amahle Molefe;49;Corporate;KwaZulu-Natal;PHN-003;Vertex Pro Smartphone;Smartphones;3;15400.0;0.0;46200.0;36166.84868807866;10033.15131192134;0.2171677773143149
ORD-000005;2022/01/01;2022;Q1;22-Jan;January;Saturday;CUST-04352;Lerato Jacobs;43;Consumer;Gauteng;TAB-003;StudyTab 10;Tablets;1;5304.0;0.0;5304.0;4432.99129962371;871.0087003762901;0.1642173266169477
ORD-000006;2022/01/02;2022;Q1;22-Jan;January;Sunday;CUST-01422;Naledi Nkosi;51;Small Business;Free State;ACC-005;65W Fast Charger;Accessories;1;766.3;0.08;704.996;588.495187228701;116.500812771299;0.1652503174078988
ORD-000007;2022/01/02;2022;Q1;22-Jan;January;Sunday;CUST-04030;Thabo Khumalo;28;Small Business;Western Cape;MON-001;Vision 24 Monitor;Monitors;2;4326.0;0.0;8652.0;6590.981654882653;2061.018345117347;0.2382129386404702
ORD-000008;2022/01/03;2022;Q1;22-Jan;January;Monday;CUST-02508;Zanele Molefe;48;Consumer;Gauteng;TAB-002;ViewTab Pro 12;Tablets;3;11336.0;0.0;34008.0;26410.234058622;7597.765941378002;0.2234111368318632
ORD-000009;2022/01/03;2022;Q1;22-Jan;January;Monday;CUST-03618;Mpho Peters;29;Consumer;KwaZulu-Natal;LAP-004;Creator X16 Laptop;Laptops;2;24500.0;0.0;49000.0;36315.5421029171;12684.4578970829;0.2588664876955694
ORD-000010;2022/01/03;2022;Q1;22-Jan;January;Monday;CUST-04543;Jason Dlamini;46;Small Business;Gauteng;ACC-005;65W Fast Charger;Accessories;1;821.6;0.0;821.6;639.5133324743164;182.0866675256837;0.2216244736193813
ORD-000011;2022/01/04;2022;Q1;22-Jan;January;Tuesday;CUST-00088;Jason Mabena;30;Consumer;Western Cape;PHN-005;Edge Max Smartphone;Smartphones;1;19261.0;0.0;19261.0;14468.30545560948;4792.694544390524;0.2488289571876084
ORD-000012;2022/01/04;2022;Q1;22-Jan;January;Tuesday;CUST-02660;Zanele Mthethwa;45;Consumer;Gauteng;STO-001;1TB Portable SSD;Storage;1;1861.6;0.0;1861.6;1444.311637755141;417.2883622448596;0.2241557596931992
ORD-000013;2022/01/04;2022;Q1;22-Jan;January;Tuesday;CUST-04580;Liam Mthembu;31;Small Business;Free State;AUD-001;Pulse Wireless Headphones;Audio;1;1794.5;0.15;1525.325;1219.704558395623;305.620441604377;0.2003641463979001
ORD-000014;2022/01/05;2022;Q1;22-Jan;January;Wednesday;CUST-00673;Kayla Mthembu;38;Corporate;Western Cape;ACC-007;USB-C Hub;Accessories;1;916.7;0.0;916.7;721.9195955620529;194.7804044379471;0.21247998738731
ORD-000015;2022/01/05;2022;Q1;22-Jan;January;Wednesday;CUST-04561;Liam Sithole;47;Consumer;Gauteng;AUD-002;Studio ANC Headphones;Audio;1;3421.6;0.18;2805.712;2166.498440839434;639.2135591605661;0.2278257922269163
ORD-000016;2022/01/06;2022;Q1;22-Jan;January;Thursday;CUST-02900;Amahle Pillay;29;Consumer;Gauteng;TAB-001;ViewTab 10;Tablets;1;7176.0;0.0;7176.0;5588.183485316416;1587.816514683584;0.2212676302513355
ORD-000017;2022/01/06;2022;Q1;22-Jan;January;Thursday;CUST-03781;Daniel Peters;52;Consumer;Gauteng;LAP-001;ApexBook 14 Laptop;Laptops;1;15080.0;0.1;13572.0;10910.05724268626;2661.942757313736;0.1961348922276552
ORD-000018;2022/01/06;2022;Q1;22-Jan;January;Thursday;CUST-04536;Leah Dlamini;45;Consumer;Free State;TAB-001;ViewTab 10;Tablets;1;6693.0;0.18;5488.26;4760.511447533597;727.7485524664035;0.1326009614097006
ORD-000019;2022/01/07;2022;Q1;22-Jan;January;Friday;CUST-02894;Liam Ndlovu;41;Small Business;Gauteng;PHN-001;Nova X Smartphone;Smartphones;1;11336.0;0.0;11336.0;9040.121649287976;2295.878350712024;0.2025298474516606
ORD-000020;2022/01/07;2022;Q1;22-Jan;January;Friday;CUST-03071;Zanele Molefe;50;Corporate;Gauteng;MON-003;UltraWide 34 Monitor;Monitors;1;11648.0;0.05;11065.6;8438.50906918612;2627.09093081388;0.2374106176631977
ORD-000021;2022/01/07;2022;Q1;22-Jan;January;Friday;CUST-03334;Sipho Botha;35;Consumer;Gauteng;ACC-006;Laptop Sleeve 15;Accessories;1;613.6;0.0;613.6;520.9421354254697;92.65786457453032;0.1510069500888694
ORD-000022;2022/01/07;2022;Q1;22-Jan;January;Friday;CUST-04051;Ayesha Mthembu;44;Consumer;Gauteng;LAP-001;ApexBook 14 Laptop;Laptops;1;15080.0;0.0;15080.0;11539.47276089135;3540.527239108655;0.2347829734156933
ORD-000023;2022/01/07;2022;Q1;22-Jan;January;Friday;CUST-04492;Naledi Sithole;39;Consumer;Gauteng;MON-001;Vision 24 Monitor;Monitors;1;4368.0;0.05;4149.599999999999;3322.802062450962;826.7979375490372;0.1992476232767104
ORD-000024;2022/01/08;2022;Q1;22-Jan;January;Saturday;CUST-00305;Liam Khumalo;44;Consumer;Free State;NET-002;Business WiFi Router;Networking;1;4743.3;0.0;4743.3;3714.153571622349;1029.146428377651;0.2169684456765652
ORD-000025;2022/01/08;2022;Q1;22-Jan;January;Saturday;CUST-03580;Ayesha Mthembu;57;Consumer;Limpopo;PHN-004;Core 5G Smartphone;Smartphones;1;7968.0;0.0;7968.0;6518.662606752455;1449.337393247545;0.1818947531686176
ORD-000026;2022/01/09;2022;Q1;22-Jan;January;Sunday;CUST-00471;Jason Sithole;54;Small Business;Western Cape;TAB-003;StudyTab 10;Tablets;1;5253.0;0.03;5095.41;4430.191080118019;665.2189198819806;0.1305525796514864
ORD-000027;2022/01/09;2022;Q1;22-Jan;January;Sunday;CUST-02145;Kayla Williams;44;Consumer;Gauteng;PHN-002;Nova Lite Smartphone;Smartphones;1;6448.0;0.0;6448.0;5329.192725493881;1118.807274506119;0.1735122944333311
ORD-000028;2022/01/09;2022;Q1;22-Jan;January;Sunday;CUST-03994;Neo Peters;37;Consumer;Western Cape;AUD-001;Pulse Wireless Headphones;Audio;1;1905.5;0.0;1905.5;1538.51469972979;366.98530027021;0.1925926529888272
ORD-000029;2022/01/09;2022;Q1;22-Jan;January;Sunday;CUST-04099;Chloe Ndlovu;18;Small Business;Gauteng;ACC-005;65W Fast Charger;Accessories;2;821.6;0.0;1643.2;1358.329837788687;284.8701622113131;0.1733630490575177
ORD-000030;2022/01/09;2022;Q1;22-Jan;January;Sunday;CUST-04702;Ayesha Sithole;27;Consumer;Gauteng;GAM-003;27 Gaming Monitor;Gaming;1;7789.6;0.0;7789.6;5805.221095273302;1984.378904726698;0.2547472148411598
ORD-000031;2022/01/10;2022;Q1;22-Jan;January;Monday;CUST-03903;Thabo Botha;39;Consumer;KwaZulu-Natal;AUD-002;Studio ANC Headphones;Audio;1;3290.0;0.0;3290.0;2551.805001402956;738.1949985970437;0.2243753795127792
ORD-000032;2022/01/11;2022;Q1;22-Jan;January;Tuesday;CUST-00740;Chloe Van Wyk;28;Consumer;Free State;NET-001;Mesh WiFi 6 Router;Networking;1;2415.3;0.0;2415.3;1882.610324345163;532.689675654837;0.2205480377819886
ORD-000033;2022/01/11;2022;Q1;22-Jan;January;Tuesday;CUST-01880;Lerato Maseko;36;Corporate;Western Cape;NET-004;5G Mobile Router;Networking;1;4006.7;0.05;3806.365;2978.792077041559;827.5729229584413;0.2174181727076728
ORD-000034;2022/01/11;2022;Q1;22-Jan;January;Tuesday;CUST-02036;Zanele Molefe;47;Small Business;KwaZulu-Natal;GAM-004;Entry Gaming Headset;Gaming;1;990.0;0.0;990.0;849.3965060510685;140.6034939489315;0.142023731261547
ORD-000035;2022/01/11;2022;Q1;22-Jan;January;Tuesday;CUST-03989;Lerato Maseko;49;Small Business;Western Cape;TAB-003;StudyTab 10;Tablets;2;5253.0;0.0;10506.0;8282.82726739705;2223.17273260295;0.2116098165432087
ORD-000036;2022/01/12;2022;Q1;22-Jan;January;Wednesday;CUST-01638;Nandi Mthembu;37;Small Business;Limpopo;STO-003;2TB NVMe SSD;Storage;1;2774.4;0.05;2635.68;2089.41002238252;546.2699776174795;0.2072595981369058
ORD-000037;2022/01/12;2022;Q1;22-Jan;January;Wednesday;CUST-02555;Lerato Williams;41;Consumer;KwaZulu-Natal;MON-002;Vision 27 Monitor;Monitors;1;6500.0;0.0;6500.0;5159.610859407972;1340.389140592028;0.206213713937235
ORD-000038;2022/01/12;2022;Q1;22-Jan;January;Wednesday;CUST-02720;Lerato Mokoena;41;Consumer;Limpopo;PHN-004;Core 5G Smartphone;Smartphones;2;7968.0;0.0;15936.0;12857.81413720275;3078.185862797252;0.1931592534385826
ORD-000039;2022/01/12;2022;Q1;22-Jan;January;Wednesday;CUST-03188;Kayla Van Wyk;25;Consumer;KwaZulu-Natal;AUD-004;BassPro Soundbar;Audio;2;4490.0;0.1;8082.0;6598.907805984118;1483.092194015882;0.183505591934655
ORD-000040;2022/01/12;2022;Q1;22-Jan;January;Wednesday;CUST-04669;Mpho Khumalo;48;Small Business;KwaZulu-Natal;LAP-005;OfficeMate 15 Laptop;Laptops;1;9800.0;0.0;9800.0;7746.707962509429;2053.292037490571;0.2095195956623032
ORD-000041;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-00670;Ayesha Dlamini;31;Small Business;Free State;PHN-004;Core 5G Smartphone;Smartphones;3;8051.0;0.0;24153.0;18969.79202264975;5183.207977350252;0.2145989308719518
ORD-000042;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-00675;Daniel Molefe;37;Consumer;Western Cape;STO-002;2TB Portable SSD;Storage;1;3285.7;0.0;3285.7;2463.474611877416;822.2253881225847;0.2502435974442537
ORD-000043;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-01424;Naledi Mokoena;54;Corporate;Gauteng;ACC-006;Laptop Sleeve 15;Accessories;1;613.6;0.03;595.192;474.489298176844;120.702701823156;0.2027962436040068
ORD-000044;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-02377;Zanele Dlamini;40;Consumer;Gauteng;ACC-006;Laptop Sleeve 15;Accessories;1;613.6;0.0;613.6;495.7550800667631;117.844919933237;0.1920549542588608
ORD-000045;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-02813;Thabo Nkosi;18;Small Business;Western Cape;STO-004;4TB External Drive;Storage;1;4315.7;0.0;4315.7;3484.715128780112;830.9848712198877;0.1925492669138002
ORD-000046;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-03087;Naledi Ndlovu;20;Consumer;Free State;ACC-005;65W Fast Charger;Accessories;1;766.3;0.0;766.3;624.794797654517;141.505202345483;0.1846603188639997
ORD-000047;2022/01/13;2022;Q1;22-Jan;January;Thursday;CUST-04878;Mpho Nkosi;31;Consumer;Gauteng;PHN-003;Vertex Pro Smartphone;Smartphones;1;16016.0;0.0;16016.0;12783.89889015409;3232.101109845911;0.201804514850519
ORD-000048;2022/01/14;2022;Q1;22-Jan;January;Friday;CUST-01695;Ethan Mabena;48;Consumer;Western Cape;NET-003;8-Port Gigabit Switch;Networking;1;1740.7;0.0;1740.7;1325.177414733754;415.5225852662463;0.2387100507073284
ORD-000049;2022/01/14;2022;Q1;22-Jan;January;Friday;CUST-02981;Jason Peters;51;Consumer;Gauteng;ACC-006;Laptop Sleeve 15;Accessories;1;613.6;0.0;613.6;512.4086775060149;101.1913224939851;0.164914150087981
ORD-000050;2022/01/15;2022;Q1;22-Jan;January;Saturday;CUST-00191;Kayla Molefe;27;Consumer;Western Cape;STO-002;2TB Portable SSD;Storage;1;3285.7;0.08;3022.844000000001;2426.205064928526;596.6389350714744;0.1973766873419449
ORD-000051;2022/01/15;2022;Q1;22-Jan;January;Saturday;CUST-02353;Zanele Pillay;43;Consumer;Limpopo;NET-003;8-Port Gigabit Switch;Networking;1;1622.4;0.0;1622.4;1313.90967596011;308.4903240398894;0.1901444304979595
ORD-000052;2022/01/15;2022;Q1;22-Jan;January;Saturday;CUST-02973;Ayesha Mokoena;22;Small Business;Gauteng;NET-001;Mesh WiFi 6 Router;Networking;3;2589.6;0.0;7768.799999999999;6350.694830900393;1418.105169099606;0.182538509048966
ORD-000053;2022/01/15;2022;Q1;22-Jan;January;Saturday;CUST-03776;Kagiso Botha;29;Small Business;KwaZulu-Natal;ACC-004;1080p Webcam;Accessories;1;1190.0;0.0;1190.0;989.6673056784133;200.3326943215867;0.1683468019509133
ORD-000054;2022/01/16;2022;Q1;22-Jan;January;Sunday;CUST-03332;Aiden Mabena;35;Consumer;Western Cape;LAP-004;Creator X16 Laptop;Laptops;2;25235.0;0.0;50470.0;35553.34427628304;14916.65572371696;0.2955548984291056
ORD-000055;2022/01/16;2022;Q1;22-Jan;January;Sunday;CUST-03495;Jason Sithole;42;Consumer;Western Cape;PHN-001;Nova X Smartphone;Smartphones;2;11227.0;0.0;22454.0;18216.27218210951;4237.727817890493;0.1887293051523334
ORD-000056;2022/01/17;2022;Q1;22-Jan;January;Monday;CUST-02894;Liam Ndlovu;41;Small Business;Gauteng;PHN-002;Nova Lite Smartphone;Smartphones;1;6448.0;0.0;6448.0;5157.686744029849;1290.313255970151;0.200110616620681
ORD-000057;2022/01/17;2022;Q1;22-Jan;January;Monday;CUST-04109;Nandi Sithole;30;Small Business;KwaZulu-Natal;ACC-007;USB-C Hub;Accessories;1;890.0;0.15;756.5;645.8694722505576;110.6305277494424;0.1462399573687276
ORD-000058;2022/01/18;2022;Q1;22-Jan;January;Tuesday;CUST-00708;Nandi Dlamini;40;Consumer;Gauteng;PHN-004;Core 5G Smartphone;Smartphones;1;8632.0;0.0;8632.0;7123.533275420275;1508.466724579725;0.1747528642932953
ORD-000059;2022/01/18;2022;Q1;22-Jan;January;Tuesday;CUST-01828;Chloe Mabena;35;Consumer;Limpopo;STO-004;4TB External Drive;Storage;2;4022.4;0.0;8044.799999999999;6125.868633361719;1918.93136663828;0.238530649194297
ORD-000060;2022/01/18;2022;Q1;22-Jan;January;Tuesday;CUST-02101;Neo Mabena;49;Consumer;KwaZulu-Natal;PHN-004;Core 5G Smartphone;Smartphones;1;8300.0;0.08;7636.0;6166.311221016765;1469.688778983235;0.1924684100292347
ORD-000061;2022/01/19;2022;Q1;22-Jan;January;Wednesday;CUST-00121;Ayesha Van Wyk;52;Consumer;Western Cape;STO-002;2TB Portable SSD;Storage;3;3285.7;0.0;9857.1;7339.053703682177;2518.046296317823;0.2554550827644869
ORD-000062;2022/01/19;2022;Q1;22-Jan;January;Wednesday;CUST-01430;Amahle Williams;62;Corporate;Free State;PHN-001;Nova X Smartphone;Smartphones;1;10573.0;0.0;10573.0;8377.734777173087;2195.265222826913;0.2076293599571468
ORD-000063;2022/01/19;2022;Q1;22-Jan;January;Wednesday;CUST-02213;Mia Maseko;36;Small Business;Western Cape;ACC-006;Laptop Sleeve 15;Accessories;1;607.7;0.0;607.7;519.0697032723392;88.63029672766083;0.1458454775837763
ORD-000064;2022/01/20;2022;Q1;22-Jan;January;Thursday;CUST-01179;Naledi Sithole;58;Consumer;Western Cape;AUD-001;Pulse Wireless Headphones;Audio;1;1905.5;0.0;1905.5;1532.543543923173;372.9564560768274;0.1957262955008277
ORD-000065;2022/01/20;2022;Q1;22-Jan;January;Thursday;CUST-01531;Daniel Maseko;35;Consumer;Gauteng;ACC-001;Ergo Wireless Mouse;Accessories;1;676.0;0.0;676.0;533.1129799682815;142.8870200317185;0.2113713314078675
ORD-000066;2022/01/20;2022;Q1;22-Jan;January;Thursday;CUST-03717;Aiden Van Wyk;33;Corporate;Gauteng;NET-002;Business WiFi Router;Networking;1;5085.6;0.03;4933.032;3811.454899080525;1121.577100919475;0.2273605970769043
ORD-000067;2022/01/20;2022;Q1;22-Jan;January;Thursday;CUST-03815;Neo Maseko;32;Corporate;Gauteng;STO-004;4TB External Drive;Storage;1;4357.6;0.08;4008.992000000001;3200.592125769042;808.3998742309582;0.2016466668506592
ORD-000068;2022/01/21;2022;Q1;22-Jan;January;Friday;CUST-00511;Ayesha Peters;43;Consumer;Gauteng;LAP-004;Creator X16 Laptop;Laptops;1;25480.0;0.08;23441.6;18392.14056806239;5049.459431937608;0.2154059207536008
ORD-000069;2022/01/21;2022;Q1;22-Jan;January;Friday;CUST-01018;Chloe Maseko;47;Small Business;Gauteng;ACC-004;1080p Webcam;Accessories;2;1237.6;0.0;2475.2;1982.658052956479;492.5419470435213;0.1989907672283134
ORD-000070;2022/01/21;2022;Q1;22-Jan;January;Friday;CUST-02926;Liam Mahlangu;18;Consumer;Free State;AUD-001;Pulse Wireless Headphones;Audio;1;1794.5;0.0;1794.5;1466.258887409988;328.2411125900121;0.1829150808526119
ORD-000071;2022/01/21;2022;Q1;22-Jan;January;Friday;CUST-03833;Amahle Naidoo;45;Consumer;KwaZulu-Natal;AUD-002;Studio ANC Headphones;Audio;1;3290.0;0.0;3290.0;2477.570590533681;812.4294094663192;0.2469390302329237
ORD-000072;2022/01/21;2022;Q1;22-Jan;January;Friday;CUST-04543;Jason Dlamini;46;Small Business;Gauteng;ACC-001;Ergo Wireless Mouse;Accessories;1;676.0;0.0;676.0;536.5615137766912;139.4384862233088;0.2062699500344804
ORD-000073;2022/01/22;2022;Q1;22-Jan;January;Saturday;CUST-00061;Ayesha Naidoo;39;Consumer;Western Cape;AUD-003;Echo Bluetooth Speaker;Audio;1;1637.7;0.0;1637.7;1302.08115469081;335.6188453091904;0.2049330434812177
ORD-000074;2022/01/22;2022;Q1;22-Jan;January;Saturday;CUST-02079;Leah Mthethwa;42;Small Business;Gauteng;PHN-003;Vertex Pro Smartphone;Smartphones;1;16016.0;0.0;16016.0;12106.46610493856;3909.53389506144;0.2441017666746653
ORD-000075;2022/01/22;2022;Q1;22-Jan;January;Saturday;CUST-03451;Leah Peters;26;Consumer;Western Cape;AUD-001;Pulse Wireless Headphones;Audio;1;1905.5;0.0;1905.5;1567.018914600151;338.4810853998488;0.1776337367619253
ORD-000076;2022/01/22;2022;Q1;22-Jan;January;Saturday;CUST-03621;Ethan Peters;18;Corporate;Limpopo;ACC-007;USB-C Hub;Accessories;1;854.4;0.15;726.24;624.4453431110968;101.7946568889032;0.1401666899219311
ORD-000077;2022/01/22;2022;Q1;22-Jan;January;Saturday;CUST-04326;Nandi Mahlangu;49;Consumer;Gauteng;NET-001;Mesh WiFi 6 Router;Networking;2;2589.6;0.0;5179.2;4075.526933191282;1103.673066808718;0.2130972093776486
ORD-000078;2022/01/23;2022;Q1;22-Jan;January;Sunday;CUST-01154;Leah Pillay;52;Small Business;KwaZulu-Natal;NET-003;8-Port Gigabit Switch;Networking;1;1690.0;0.0;1690.0;1384.142156574493;305.8578434255073;0.1809809724411287
ORD-000079;2022/01/23;2022;Q1;22-Jan;January;Sunday;CUST-03269;Mpho Molefe;21;Small Business;Gauteng;LAP-002;ProBook 15 Laptop;Laptops;1;18512.0;0.0;18512.0;14055.56742101106;4456.432578988937;0.2407320969635338
ORD-000080;2022/01/23;2022;Q1;22-Jan;January;Sunday;CUST-03516;Naledi Pretorius;45;Consumer;KwaZulu-Natal;PHN-001;Nova X Smartphone;Smartphones;1;10900.0;0.0;10900.0;8351.1312341031;2548.868765896899;0.2338411711832017
ORD-000081;2022/01/23;2022;Q1;22-Jan;January;Sunday;CUST-03802;Zanele Maseko;35;Small Business;Gauteng;AUD-004;BassPro Soundbar;Audio;1;4669.6;0.07;4342.728;3243.864287423472;1098.863712576528;0.2530353530261457
ORD-000082;2022/01/23;2022;Q1;22-Jan;January;Sunday;CUST-03909;Leah Sithole;44;Consumer;KwaZulu-Natal;ACC-006;Laptop Sleeve 15;Accessories;1;590.0;0.05;560.5;482.8902579865272;77.60974201347278;0.1384651953853216
ORD-000083;2022/01/24;2022;Q1;22-Jan;January;Monday;CUST-00962;Lerato Naidoo;42;Consumer;Gauteng;ACC-007;USB-C Hub;Accessories;1;925.6;0.0;925.6;762.7045983623743;162.8954016376257;0.1759889818902611
ORD-000084;2022/01/24;2022;Q1;22-Jan;January;Monday;CUST-03539;Kayla Jacobs;48;Consumer;Western Cape;PHN-003;Vertex Pro Smartphone;Smartphones;2;15862.0;0.0;31724.0;24071.40540015342;7652.59459984658;0.2412241394479441
ORD-000085;2022/01/25;2022;Q1;22-Jan;January;Tuesday;CUST-01208;Kagiso Pretorius;19;Small Business;KwaZulu-Natal;GAM-001;Pro Gaming Mouse;Gaming;1;1290.0;0.0;1290.0;1072.82823840775;217.1717615922503;0.1683502027846902
ORD-000086;2022/01/25;2022;Q1;22-Jan;January;Tuesday;CUST-02279;Leah Maseko;53;Consumer;KwaZulu-Natal;ACC-006;Laptop Sleeve 15;Accessories;1;590.0;0.0;590.0;501.4016633783249;88.59833662167506;0.1501666722401273
ORD-000087;2022/01/25;2022;Q1;22-Jan;January;Tuesday;CUST-04073;Kagiso Sithole;38;Small Business;Gauteng;AUD-001;Pulse Wireless Headphones;Audio;2;1924.0;0.08;3540.16;2884.607362218227;655.5526377817732;0.1851759914189678
ORD-000088;2022/01/26;2022;Q1;22-Jan;January;Wednesday;CUST-03922;Ethan Nkosi;49;Small Business;KwaZulu-Natal;ACC-004;1080p Webcam;Accessories;1;1190.0;0.0;1190.0;956.758860206563;233.241139793437;0.1960009578096109
ORD-000089;2022/01/26;2022;Q1;22-Jan;January;Wednesday;CUST-04620;Leah Mabena;28;Corporate;Limpopo;PHN-004;Core 5G Smartphone;Smartphones;2;7968.0;0.05;15139.2;12807.08391067032;2332.116089329684;0.1540448695657421
